"raceId","resultId","grid","year","Air.Temp","Track.Temp","Wind.Speed","track_group","driverRef","team_rank","final_position","constructorRef","circuitRef","Rainfall2"
1043,24874,18,2020,"18.0304","23.2608","1.3416","Med_Speed","raikkonen",8,6,"alfa","imola","Dry"
1043,24872,10,2020,"18.0304","23.2608","1.3416","Med_Speed","sainz",3,5,"mclaren","imola","Dry"
1053,24996,2,2021,"10.621118012422361","16.827329192546582","0.4788819875776397","Med_Speed","perez",1,7,"red_bull","imola","Wet"
1005,24113,7,2018,"28.26481481481482","37.17037037037037","1.7916666666666667","High_Speed","gasly",3,8,"toro_rosso","suzuka","Dry"
1026,24533,17,2019,"21.619354838709675","32.18387096774193","5.468548387096775","High_Speed","perez",8,7,"racing_point","suzuka","Dry"
1026,24537,13,2019,"21.619354838709675","32.18387096774193","5.468548387096775","High_Speed","raikkonen",7,9,"alfa","suzuka","Dry"
1005,24112,13,2018,"28.26481481481482","37.17037037037037","1.7916666666666667","High_Speed","sainz",8,7,"renault","suzuka","Dry"
1026,24531,2,2019,"21.619354838709675","32.18387096774193","5.468548387096775","High_Speed","leclerc",1,5,"ferrari","suzuka","Dry"
1005,24108,8,2018,"28.26481481481482","37.17037037037037","1.7916666666666667","High_Speed","vettel",3,5,"ferrari","suzuka","Dry"
1026,24530,7,2019,"21.619354838709675","32.18387096774193","5.468548387096775","High_Speed","sainz",5,4,"mclaren","suzuka","Dry"
1026,24528,4,2019,"21.619354838709675","32.18387096774193","5.468548387096775","High_Speed","hamilton",3,3,"mercedes","suzuka","Dry"
1005,24119,14,2018,"28.26481481481482","37.17037037037037","1.7916666666666667","High_Speed","stroll",9,9,"williams","suzuka","Dry"
1005,24105,3,2018,"28.26481481481482","37.17037037037037","1.7916666666666667","High_Speed","max_verstappen",6,3,"red_bull","suzuka","Dry"
1005,24104,2,2018,"28.26481481481482","37.17037037037037","1.7916666666666667","High_Speed","bottas",1,2,"mercedes","suzuka","Dry"
1026,24534,12,2019,"21.619354838709675","32.18387096774193","5.468548387096775","High_Speed","stroll",8,8,"racing_point","suzuka","Dry"
1026,24527,1,2019,"21.619354838709675","32.18387096774193","5.468548387096775","High_Speed","vettel",1,2,"ferrari","suzuka","Dry"
1026,24526,3,2019,"21.619354838709675","32.18387096774193","5.468548387096775","High_Speed","bottas",3,1,"mercedes","suzuka","Dry"
1005,24103,1,2018,"28.26481481481482","37.17037037037037","1.7916666666666667","High_Speed","hamilton",1,1,"mercedes","suzuka","Dry"
1026,24532,9,2019,"21.619354838709675","32.18387096774193","5.468548387096775","High_Speed","gasly",6,6,"toro_rosso","suzuka","Dry"
1005,24109,9,2018,"28.26481481481482","37.17037037037037","1.7916666666666667","High_Speed","perez",6,6,"force_india","suzuka","Dry"
1005,24107,4,2018,"28.26481481481482","37.17037037037037","1.7916666666666667","High_Speed","raikkonen",3,4,"ferrari","suzuka","Dry"
1047,24957,15,2020,"23.121481481481478","27.98","2.504444444444444","Med_Speed","raikkonen",9,7,"alfa","yas_marina","Dry"
1030,24607,2,2019,"26.018045112781955","29.566165413533835","1.2646616541353384","Med_Speed","max_verstappen",3,2,"red_bull","yas_marina","Dry"
1073,25388,5,2021,"24.519108280254777","28.465605095541402","0.4146496815286624","Med_Speed","sainz",5,3,"ferrari","yas_marina","Dry"
1047,24951,6,2020,"23.121481481481478","27.98","2.504444444444444","Med_Speed","sainz",4,4,"mclaren","yas_marina","Dry"
1030,24618,17,2019,"26.018045112781955","29.566165413533835","1.2646616541353384","Med_Speed","raikkonen",9,8,"alfa","yas_marina","Dry"
1047,24953,9,2020,"23.121481481481478","27.98","2.504444444444444","Med_Speed","gasly",5,5,"alphatauri","yas_marina","Dry"
1009,24187,2,2018,"31.273722627737225","33.31824817518248","2.1635036496350364","Med_Speed","bottas",1,4,"mercedes","yas_marina","Wet"
1073,25386,1,2021,"24.519108280254777","28.465605095541402","0.4146496815286624","Med_Speed","max_verstappen",1,1,"red_bull","yas_marina","Dry"
1073,25391,6,2021,"24.519108280254777","28.465605095541402","0.4146496815286624","Med_Speed","bottas",3,5,"mercedes","yas_marina","Dry"
1009,24188,11,2018,"31.273722627737225","33.31824817518248","2.1635036496350364","Med_Speed","sainz",6,5,"renault","yas_marina","Wet"
1073,25400,4,2021,"24.519108280254777","28.465605095541402","0.4146496815286624","Med_Speed","perez",1,9,"red_bull","yas_marina","Dry"
1030,24608,3,2019,"26.018045112781955","29.566165413533835","1.2646616541353384","Med_Speed","leclerc",3,3,"ferrari","yas_marina","Dry"
1009,24184,3,2018,"31.273722627737225","33.31824817518248","2.1635036496350364","Med_Speed","vettel",3,2,"ferrari","yas_marina","Wet"
1073,25398,13,2021,"24.519108280254777","28.465605095541402","0.4146496815286624","Med_Speed","stroll",8,8,"aston_martin","yas_marina","Dry"
1009,24185,6,2018,"31.273722627737225","33.31824817518248","2.1635036496350364","Med_Speed","max_verstappen",4,3,"red_bull","yas_marina","Wet"
1030,24609,20,2019,"26.018045112781955","29.566165413533835","1.2646616541353384","Med_Speed","bottas",1,4,"mercedes","yas_marina","Dry"
1009,24195,20,2018,"31.273722627737225","33.31824817518248","2.1635036496350364","Med_Speed","stroll",8,8,"williams","yas_marina","Wet"
1073,25395,7,2021,"24.519108280254777","28.465605095541402","0.4146496815286624","Med_Speed","leclerc",5,6,"ferrari","yas_marina","Dry"
1073,25387,2,2021,"24.519108280254777","28.465605095541402","0.4146496815286624","Med_Speed","hamilton",3,2,"mercedes","yas_marina","Dry"
1073,25390,12,2021,"24.519108280254777","28.465605095541402","0.4146496815286624","Med_Speed","gasly",7,4,"alphatauri","yas_marina","Dry"
1047,24946,1,2020,"23.121481481481478","27.98","2.504444444444444","Med_Speed","max_verstappen",3,1,"red_bull","yas_marina","Dry"
1047,24955,8,2020,"23.121481481481478","27.98","2.504444444444444","Med_Speed","stroll",8,6,"racing_point","yas_marina","Dry"
1030,24623,11,2019,"26.018045112781955","29.566165413533835","1.2646616541353384","Med_Speed","gasly",8,9,"toro_rosso","yas_marina","Dry"
1030,24606,1,2019,"26.018045112781955","29.566165413533835","1.2646616541353384","Med_Speed","hamilton",1,1,"mercedes","yas_marina","Dry"
1030,24612,10,2019,"26.018045112781955","29.566165413533835","1.2646616541353384","Med_Speed","perez",7,6,"racing_point","yas_marina","Dry"
1047,24948,3,2020,"23.121481481481478","27.98","2.504444444444444","Med_Speed","hamilton",1,3,"mercedes","yas_marina","Dry"
1047,24947,2,2020,"23.121481481481478","27.98","2.504444444444444","Med_Speed","bottas",1,2,"mercedes","yas_marina","Dry"
1030,24615,8,2019,"26.018045112781955","29.566165413533835","1.2646616541353384","Med_Speed","sainz",6,7,"mclaren","yas_marina","Dry"
1047,24959,13,2020,"23.121481481481478","27.98","2.504444444444444","Med_Speed","vettel",6,9,"ferrari","yas_marina","Dry"
1009,24190,14,2018,"31.273722627737225","33.31824817518248","2.1635036496350364","Med_Speed","perez",7,7,"force_india","yas_marina","Wet"
1030,24610,4,2019,"26.018045112781955","29.566165413533835","1.2646616541353384","Med_Speed","vettel",3,5,"ferrari","yas_marina","Dry"
1009,24183,1,2018,"31.273722627737225","33.31824817518248","2.1635036496350364","Med_Speed","hamilton",1,1,"mercedes","yas_marina","Wet"
1047,24958,12,2020,"23.121481481481478","27.98","2.504444444444444","Med_Speed","leclerc",6,8,"ferrari","yas_marina","Dry"
1009,24189,8,2018,"31.273722627737225","33.31824817518248","2.1635036496350364","Med_Speed","leclerc",5,6,"sauber","yas_marina","Wet"
1073,25396,15,2021,"24.519108280254777","28.465605095541402","0.4146496815286624","Med_Speed","vettel",8,7,"aston_martin","yas_marina","Dry"
1007,24145,6,2018,"20.1231884057971","34.47028985507246","1.5594202898550724","Low_Speed","raikkonen",4,3,"ferrari","rodriguez","Dry"
1070,25319,20,2021,"21.206707317073167","47.579268292682926","0.3664634146341464","Low_Speed","stroll",9,9,"aston_martin","rodriguez","Dry"
1070,25308,4,2021,"21.206707317073167","47.579268292682926","0.3664634146341464","Low_Speed","perez",3,3,"red_bull","rodriguez","Dry"
1027,24551,4,2019,"23.203030303030303","41.633333333333326","1.3265151515151512","Low_Speed","max_verstappen",3,5,"red_bull","rodriguez","Dry"
1070,25307,2,2021,"21.206707317073167","47.579268292682926","0.3664634146341464","Low_Speed","hamilton",1,2,"mercedes","rodriguez","Dry"
1070,25312,9,2021,"21.206707317073167","47.579268292682926","0.3664634146341464","Low_Speed","vettel",9,7,"aston_martin","rodriguez","Dry"
1027,24549,1,2019,"23.203030303030303","41.633333333333326","1.3265151515151512","Low_Speed","leclerc",1,4,"ferrari","rodriguez","Dry"
1027,24558,7,2019,"23.203030303030303","41.633333333333326","1.3265151515151512","Low_Speed","sainz",6,9,"mclaren","rodriguez","Dry"
1007,24146,3,2018,"20.1231884057971","34.47028985507246","1.5594202898550724","Low_Speed","hamilton",2,4,"mercedes","rodriguez","Dry"
1007,24154,17,2018,"20.1231884057971","34.47028985507246","1.5594202898550724","Low_Speed","stroll",8,8,"williams","rodriguez","Dry"
1070,25320,1,2021,"21.206707317073167","47.579268292682926","0.3664634146341464","Low_Speed","bottas",1,10,"mercedes","rodriguez","Dry"
1007,24147,5,2018,"20.1231884057971","34.47028985507246","1.5594202898550724","Low_Speed","bottas",2,5,"mercedes","rodriguez","Dry"
1007,24152,20,2018,"20.1231884057971","34.47028985507246","1.5594202898550724","Low_Speed","gasly",7,7,"toro_rosso","rodriguez","Dry"
1070,25309,5,2021,"21.206707317073167","47.579268292682926","0.3664634146341464","Low_Speed","gasly",5,4,"alphatauri","rodriguez","Dry"
1027,24554,10,2019,"23.203030303030303","41.633333333333326","1.3265151515151512","Low_Speed","gasly",7,7,"toro_rosso","rodriguez","Dry"
1007,24143,2,2018,"20.1231884057971","34.47028985507246","1.5594202898550724","Low_Speed","max_verstappen",1,1,"red_bull","rodriguez","Dry"
1027,24557,16,2019,"23.203030303030303","41.633333333333326","1.3265151515151512","Low_Speed","stroll",8,8,"racing_point","rodriguez","Dry"
1027,24547,2,2019,"23.203030303030303","41.633333333333326","1.3265151515151512","Low_Speed","vettel",1,2,"ferrari","rodriguez","Dry"
1027,24552,11,2019,"23.203030303030303","41.633333333333326","1.3265151515151512","Low_Speed","perez",8,6,"racing_point","rodriguez","Dry"
1007,24144,4,2018,"20.1231884057971","34.47028985507246","1.5594202898550724","Low_Speed","vettel",4,2,"ferrari","rodriguez","Dry"
1027,24548,6,2019,"23.203030303030303","41.633333333333326","1.3265151515151512","Low_Speed","bottas",4,3,"mercedes","rodriguez","Dry"
1070,25310,8,2021,"21.206707317073167","47.579268292682926","0.3664634146341464","Low_Speed","leclerc",5,5,"ferrari","rodriguez","Dry"
1027,24546,3,2019,"23.203030303030303","41.633333333333326","1.3265151515151512","Low_Speed","hamilton",4,1,"mercedes","rodriguez","Dry"
1070,25311,6,2021,"21.206707317073167","47.579268292682926","0.3664634146341464","Low_Speed","sainz",5,6,"ferrari","rodriguez","Dry"
1070,25306,3,2021,"21.206707317073167","47.579268292682926","0.3664634146341464","Low_Speed","max_verstappen",3,1,"red_bull","rodriguez","Dry"
1007,24149,9,2018,"20.1231884057971","34.47028985507246","1.5594202898550724","Low_Speed","leclerc",6,6,"sauber","rodriguez","Dry"
1070,25313,10,2021,"21.206707317073167","47.579268292682926","0.3664634146341464","Low_Speed","raikkonen",8,8,"alfa","rodriguez","Dry"
996,23931,8,2018,"24.546078431372553","42.03333333333334","1.8156862745098041","Med_Speed","leclerc",7,7,"sauber","ricard","Wet"
1017,24347,2,2019,"26.89421487603306","54.525619834710746","1.6785123966942148","Med_Speed","bottas",1,2,"mercedes","ricard","Dry"
1017,24358,17,2019,"26.89421487603306","54.525619834710746","1.6785123966942148","Med_Speed","stroll",9,10,"racing_point","ricard","Dry"
1017,24346,1,2019,"26.89421487603306","54.525619834710746","1.6785123966942148","Med_Speed","hamilton",1,1,"mercedes","ricard","Dry"
996,23929,7,2018,"24.546078431372553","42.03333333333334","1.8156862745098041","Med_Speed","sainz",6,6,"renault","ricard","Wet"
1017,24349,4,2019,"26.89421487603306","54.525619834710746","1.6785123966942148","Med_Speed","max_verstappen",6,4,"red_bull","ricard","Dry"
1059,25095,19,2021,"25.314399999999996","35.22879999999999","1.1656","Med_Speed","stroll",9,7,"aston_martin","ricard","Dry"
1059,25096,5,2021,"25.314399999999996","35.22879999999999","1.1656","Med_Speed","sainz",5,8,"ferrari","ricard","Dry"
1017,24348,3,2019,"26.89421487603306","54.525619834710746","1.6785123966942148","Med_Speed","leclerc",3,3,"ferrari","ricard","Dry"
1059,25102,17,2021,"25.314399999999996","35.22879999999999","1.1656","Med_Speed","raikkonen",8,10,"alfa","ricard","Dry"
996,23938,19,2018,"24.546078431372553","42.03333333333334","1.8156862745098041","Med_Speed","stroll",8,8,"williams","ricard","Wet"
1059,25094,12,2021,"25.314399999999996","35.22879999999999","1.1656","Med_Speed","vettel",9,6,"aston_martin","ricard","Dry"
1059,25092,6,2021,"25.314399999999996","35.22879999999999","1.1656","Med_Speed","gasly",7,5,"alphatauri","ricard","Dry"
1059,25086,1,2021,"25.314399999999996","35.22879999999999","1.1656","Med_Speed","max_verstappen",1,1,"red_bull","ricard","Dry"
1059,25089,3,2021,"25.314399999999996","35.22879999999999","1.1656","Med_Speed","bottas",1,4,"mercedes","ricard","Dry"
1059,25088,4,2021,"25.314399999999996","35.22879999999999","1.1656","Med_Speed","perez",1,3,"red_bull","ricard","Dry"
996,23926,3,2018,"24.546078431372553","42.03333333333334","1.8156862745098041","Med_Speed","vettel",3,4,"ferrari","ricard","Wet"
1017,24352,12,2019,"26.89421487603306","54.525619834710746","1.6785123966942148","Med_Speed","raikkonen",8,7,"alfa","ricard","Dry"
996,23923,4,2018,"24.546078431372553","42.03333333333334","1.8156862745098041","Med_Speed","max_verstappen",3,2,"red_bull","ricard","Wet"
996,23922,1,2018,"24.546078431372553","42.03333333333334","1.8156862745098041","Med_Speed","hamilton",1,1,"mercedes","ricard","Wet"
1017,24350,7,2019,"26.89421487603306","54.525619834710746","1.6785123966942148","Med_Speed","vettel",3,5,"ferrari","ricard","Dry"
1017,24357,14,2019,"26.89421487603306","54.525619834710746","1.6785123966942148","Med_Speed","perez",9,9,"racing_point","ricard","Dry"
996,23924,6,2018,"24.546078431372553","42.03333333333334","1.8156862745098041","Med_Speed","raikkonen",3,3,"ferrari","ricard","Wet"
1017,24355,9,2019,"26.89421487603306","54.525619834710746","1.6785123966942148","Med_Speed","gasly",6,8,"red_bull","ricard","Dry"
1017,24351,6,2019,"26.89421487603306","54.525619834710746","1.6785123966942148","Med_Speed","sainz",5,6,"mclaren","ricard","Dry"
996,23928,2,2018,"24.546078431372553","42.03333333333334","1.8156862745098041","Med_Speed","bottas",1,5,"mercedes","ricard","Wet"
1059,25101,7,2021,"25.314399999999996","35.22879999999999","1.1656","Med_Speed","leclerc",5,9,"ferrari","ricard","Dry"
1059,25087,2,2021,"25.314399999999996","35.22879999999999","1.1656","Med_Speed","hamilton",1,2,"mercedes","ricard","Dry"
1064,25217,12,2021,"21.504430379746836","36.10569620253165","0.4424050632911392","Med_Speed","stroll",8,8,"aston_martin","zandvoort","Dry"
1064,25208,3,2021,"21.504430379746836","36.10569620253165","0.4424050632911392","Med_Speed","bottas",1,3,"mercedes","zandvoort","Dry"
1064,25210,5,2021,"21.504430379746836","36.10569620253165","0.4424050632911392","Med_Speed","leclerc",3,5,"ferrari","zandvoort","Dry"
1064,25207,2,2021,"21.504430379746836","36.10569620253165","0.4424050632911392","Med_Speed","hamilton",1,2,"mercedes","zandvoort","Dry"
1064,25209,4,2021,"21.504430379746836","36.10569620253165","0.4424050632911392","Med_Speed","gasly",7,4,"alphatauri","zandvoort","Dry"
1064,25213,0,2021,"21.504430379746836","36.10569620253165","0.4424050632911392","Med_Speed","perez",5,7,"red_bull","zandvoort","Dry"
1064,25218,15,2021,"21.504430379746836","36.10569620253165","0.4424050632911392","Med_Speed","vettel",8,9,"aston_martin","zandvoort","Dry"
1064,25212,6,2021,"21.504430379746836","36.10569620253165","0.4424050632911392","Med_Speed","sainz",3,6,"ferrari","zandvoort","Dry"
1064,25206,1,2021,"21.504430379746836","36.10569620253165","0.4424050632911392","Med_Speed","max_verstappen",5,1,"red_bull","zandvoort","Dry"
1028,24581,10,2019,"21.475572519083972","29.081679389312974","2.553435114503817","Med_Speed","gasly",6,9,"toro_rosso","americas","Dry"
1069,25289,4,2021,"28.148447204968942","37.47080745341616","0.8540372670807453","Med_Speed","leclerc",5,4,"ferrari","americas","Dry"
1069,25292,5,2021,"28.148447204968942","37.47080745341616","0.8540372670807453","Med_Speed","sainz",5,6,"ferrari","americas","Dry"
1028,24575,0,2019,"21.475572519083972","29.081679389312974","2.553435114503817","Med_Speed","perez",7,6,"racing_point","americas","Dry"
1028,24573,7,2019,"21.475572519083972","29.081679389312974","2.553435114503817","Med_Speed","sainz",5,5,"mclaren","americas","Dry"
1069,25286,1,2021,"28.148447204968942","37.47080745341616","0.8540372670807453","Med_Speed","max_verstappen",1,1,"red_bull","americas","Dry"
1028,24576,17,2019,"21.475572519083972","29.081679389312974","2.553435114503817","Med_Speed","raikkonen",7,7,"alfa","americas","Dry"
1006,24134,19,2018,"21.93358778625954","30.486259541984733","2.0908396946564882","Med_Speed","gasly",8,8,"toro_rosso","americas","Dry"
1069,25287,2,2021,"28.148447204968942","37.47080745341616","0.8540372670807453","Med_Speed","hamilton",3,2,"mercedes","americas","Dry"
1006,24127,3,2018,"21.93358778625954","30.486259541984733","2.0908396946564882","Med_Speed","bottas",1,5,"mercedes","americas","Dry"
1028,24568,3,2019,"21.475572519083972","29.081679389312974","2.553435114503817","Med_Speed","max_verstappen",4,3,"red_bull","americas","Dry"
1069,25298,15,2021,"28.148447204968942","37.47080745341616","0.8540372670807453","Med_Speed","raikkonen",9,9,"alfa","americas","Dry"
1028,24569,4,2019,"21.475572519083972","29.081679389312974","2.553435114503817","Med_Speed","leclerc",1,4,"ferrari","americas","Dry"
1028,24566,1,2019,"21.475572519083972","29.081679389312974","2.553435114503817","Med_Speed","bottas",1,1,"mercedes","americas","Dry"
1006,24124,18,2018,"21.93358778625954","30.486259541984733","2.0908396946564882","Med_Speed","max_verstappen",7,2,"red_bull","americas","Dry"
1006,24129,11,2018,"21.93358778625954","30.486259541984733","2.0908396946564882","Med_Speed","sainz",6,6,"renault","americas","Dry"
1069,25291,9,2021,"28.148447204968942","37.47080745341616","0.8540372670807453","Med_Speed","bottas",3,5,"mercedes","americas","Dry"
1006,24136,15,2018,"21.93358778625954","30.486259541984733","2.0908396946564882","Med_Speed","stroll",9,9,"williams","americas","Dry"
1006,24125,1,2018,"21.93358778625954","30.486259541984733","2.0908396946564882","Med_Speed","hamilton",1,3,"mercedes","americas","Dry"
1006,24126,5,2018,"21.93358778625954","30.486259541984733","2.0908396946564882","Med_Speed","vettel",1,4,"ferrari","americas","Dry"
1006,24123,2,2018,"21.93358778625954","30.486259541984733","2.0908396946564882","Med_Speed","raikkonen",1,1,"ferrari","americas","Dry"
1069,25295,18,2021,"28.148447204968942","37.47080745341616","0.8540372670807453","Med_Speed","vettel",7,7,"aston_martin","americas","Dry"
1028,24567,5,2019,"21.475572519083972","29.081679389312974","2.553435114503817","Med_Speed","hamilton",1,2,"mercedes","americas","Dry"
1069,25288,3,2021,"28.148447204968942","37.47080745341616","0.8540372670807453","Med_Speed","perez",1,3,"red_bull","americas","Dry"
1028,24578,14,2019,"21.475572519083972","29.081679389312974","2.553435114503817","Med_Speed","stroll",7,8,"racing_point","americas","Dry"
1006,24130,10,2018,"21.93358778625954","30.486259541984733","2.0908396946564882","Med_Speed","perez",5,7,"force_india","americas","Dry"
1069,25297,13,2021,"28.148447204968942","37.47080745341616","0.8540372670807453","Med_Speed","stroll",7,8,"aston_martin","americas","Dry"
1058,25117,14,2021,"26.692372881355933","52.35254237288136","0.36779661016949144","Med_Speed","vettel",7,9,"aston_martin","red_bull_ring","Dry"
1060,25133,12,2021,"20.96602564102564","33.18397435897436","0.34807692307692306","Med_Speed","leclerc",8,6,"ferrari","red_bull_ring","Wet"
1031,24630,8,2020,"28.684166666666666","52.025","1.8875","Med_Speed","sainz",3,4,"mclaren","red_bull_ring","Dry"
1018,24379,14,2019,"34.44406779661016","50.74406779661018","1.225423728813559","Med_Speed","stroll",9,10,"racing_point","red_bull_ring","Dry"
997,23944,6,2018,"23.176086956521743","45.87934782608695","2.4847826086956526","Med_Speed","vettel",1,3,"ferrari","red_bull_ring","Dry"
997,23952,12,2018,"23.176086956521743","45.87934782608695","2.4847826086956526","Med_Speed","gasly",6,6,"toro_rosso","red_bull_ring","Dry"
1031,24629,5,2020,"28.684166666666666","52.025","1.8875","Med_Speed","hamilton",1,3,"mercedes","red_bull_ring","Dry"
1018,24376,13,2019,"34.44406779661016","50.74406779661018","1.225423728813559","Med_Speed","perez",9,9,"racing_point","red_bull_ring","Dry"
1060,25140,16,2021,"20.96602564102564","33.18397435897436","0.34807692307692306","Med_Speed","raikkonen",10,9,"alfa","red_bull_ring","Wet"
1032,24656,16,2020,"20.822499999999998","39.919999999999995","2.228333333333333","Med_Speed","raikkonen",8,7,"alfa","red_bull_ring","Wet"
1058,25108,5,2021,"26.692372881355933","52.35254237288136","0.36779661016949144","Med_Speed","bottas",1,3,"mercedes","red_bull_ring","Dry"
1058,25116,18,2021,"26.692372881355933","52.35254237288136","0.36779661016949144","Med_Speed","raikkonen",9,8,"alfa","red_bull_ring","Dry"
1060,25130,10,2021,"20.96602564102564","33.18397435897436","0.34807692307692306","Med_Speed","sainz",8,4,"ferrari","red_bull_ring","Wet"
1031,24632,12,2020,"28.684166666666666","52.025","1.8875","Med_Speed","gasly",7,6,"alphatauri","red_bull_ring","Dry"
1018,24372,8,2019,"34.44406779661016","50.74406779661018","1.225423728813559","Med_Speed","gasly",5,6,"red_bull","red_bull_ring","Dry"
1018,24366,2,2019,"34.44406779661016","50.74406779661018","1.225423728813559","Med_Speed","max_verstappen",5,1,"red_bull","red_bull_ring","Dry"
1018,24373,19,2019,"34.44406779661016","50.74406779661018","1.225423728813559","Med_Speed","sainz",8,7,"mclaren","red_bull_ring","Dry"
997,23950,18,2018,"23.176086956521743","45.87934782608695","2.4847826086956526","Med_Speed","leclerc",7,5,"sauber","red_bull_ring","Dry"
1058,25106,1,2021,"26.692372881355933","52.35254237288136","0.36779661016949144","Med_Speed","max_verstappen",3,1,"red_bull","red_bull_ring","Dry"
997,23943,3,2018,"23.176086956521743","45.87934782608695","2.4847826086956526","Med_Speed","raikkonen",1,2,"ferrari","red_bull_ring","Dry"
1060,25129,4,2021,"20.96602564102564","33.18397435897436","0.34807692307692306","Med_Speed","hamilton",3,3,"mercedes","red_bull_ring","Wet"
1018,24369,9,2019,"34.44406779661016","50.74406779661018","1.225423728813559","Med_Speed","vettel",3,4,"ferrari","red_bull_ring","Dry"
1060,25127,5,2021,"20.96602564102564","33.18397435897436","0.34807692307692306","Med_Speed","bottas",3,2,"mercedes","red_bull_ring","Wet"
1060,25126,1,2021,"20.96602564102564","33.18397435897436","0.34807692307692306","Med_Speed","max_verstappen",1,1,"red_bull","red_bull_ring","Wet"
1058,25112,7,2021,"26.692372881355933","52.35254237288136","0.36779661016949144","Med_Speed","leclerc",5,6,"ferrari","red_bull_ring","Dry"
1032,24646,1,2020,"20.822499999999998","39.919999999999995","2.228333333333333","Med_Speed","hamilton",1,1,"mercedes","red_bull_ring","Wet"
1060,25134,6,2021,"20.96602564102564","33.18397435897436","0.34807692307692306","Med_Speed","gasly",5,7,"alphatauri","red_bull_ring","Wet"
1032,24652,12,2020,"20.822499999999998","39.919999999999995","2.228333333333333","Med_Speed","stroll",6,5,"racing_point","red_bull_ring","Wet"
1032,24660,7,2020,"20.822499999999998","39.919999999999995","2.228333333333333","Med_Speed","gasly",5,8,"alphatauri","red_bull_ring","Wet"
1031,24631,6,2020,"28.684166666666666","52.025","1.8875","Med_Speed","perez",4,5,"racing_point","red_bull_ring","Dry"
997,23948,16,2018,"23.176086956521743","45.87934782608695","2.4847826086956526","Med_Speed","perez",5,4,"force_india","red_bull_ring","Dry"
1058,25107,2,2021,"26.692372881355933","52.35254237288136","0.36779661016949144","Med_Speed","hamilton",1,2,"mercedes","red_bull_ring","Dry"
1060,25131,3,2021,"20.96602564102564","33.18397435897436","0.34807692307692306","Med_Speed","perez",1,5,"red_bull","red_bull_ring","Wet"
1058,25113,9,2021,"26.692372881355933","52.35254237288136","0.36779661016949144","Med_Speed","stroll",7,7,"aston_martin","red_bull_ring","Dry"
1060,25142,11,2021,"20.96602564102564","33.18397435897436","0.34807692307692306","Med_Speed","vettel",6,10,"aston_martin","red_bull_ring","Wet"
1032,24654,3,2020,"20.822499999999998","39.919999999999995","2.228333333333333","Med_Speed","sainz",3,6,"mclaren","red_bull_ring","Wet"
997,23942,4,2018,"23.176086956521743","45.87934782608695","2.4847826086956526","Med_Speed","max_verstappen",3,1,"red_bull","red_bull_ring","Dry"
1018,24370,4,2019,"34.44406779661016","50.74406779661018","1.225423728813559","Med_Speed","hamilton",1,5,"mercedes","red_bull_ring","Dry"
1058,25109,4,2021,"26.692372881355933","52.35254237288136","0.36779661016949144","Med_Speed","perez",3,4,"red_bull","red_bull_ring","Dry"
1031,24626,1,2020,"28.684166666666666","52.025","1.8875","Med_Speed","bottas",1,1,"mercedes","red_bull_ring","Dry"
997,23953,9,2018,"23.176086956521743","45.87934782608695","2.4847826086956526","Med_Speed","sainz",4,7,"renault","red_bull_ring","Dry"
1058,25111,12,2021,"26.692372881355933","52.35254237288136","0.36779661016949144","Med_Speed","sainz",5,5,"ferrari","red_bull_ring","Dry"
1032,24648,2,2020,"20.822499999999998","39.919999999999995","2.228333333333333","Med_Speed","max_verstappen",3,3,"red_bull","red_bull_ring","Wet"
997,23955,14,2018,"23.176086956521743","45.87934782608695","2.4847826086956526","Med_Speed","stroll",7,8,"williams","red_bull_ring","Dry"
1032,24647,4,2020,"20.822499999999998","39.919999999999995","2.228333333333333","Med_Speed","bottas",1,2,"mercedes","red_bull_ring","Wet"
1031,24627,7,2020,"28.684166666666666","52.025","1.8875","Med_Speed","leclerc",5,2,"ferrari","red_bull_ring","Dry"
1018,24367,1,2019,"34.44406779661016","50.74406779661018","1.225423728813559","Med_Speed","leclerc",3,2,"ferrari","red_bull_ring","Dry"
1032,24651,17,2020,"20.822499999999998","39.919999999999995","2.228333333333333","Med_Speed","perez",6,4,"racing_point","red_bull_ring","Wet"
1018,24374,6,2019,"34.44406779661016","50.74406779661018","1.225423728813559","Med_Speed","raikkonen",7,8,"alfa","red_bull_ring","Dry"
1018,24368,3,2019,"34.44406779661016","50.74406779661018","1.225423728813559","Med_Speed","bottas",1,3,"mercedes","red_bull_ring","Dry"
1060,25138,9,2021,"20.96602564102564","33.18397435897436","0.34807692307692306","Med_Speed","stroll",6,8,"aston_martin","red_bull_ring","Wet"
1031,24635,11,2020,"28.684166666666666","52.025","1.8875","Med_Speed","vettel",5,7,"ferrari","red_bull_ring","Dry"
1066,25247,20,2021,"19.13860759493671","21.75696202531645","0.2905063291139241","Med_Speed","max_verstappen",8,2,"red_bull","sochi","Wet"
1066,25250,16,2021,"19.13860759493671","21.75696202531645","0.2905063291139241","Med_Speed","bottas",1,4,"mercedes","sochi","Wet"
1025,24519,16,2019,"22.02977099236641","34.33206106870229","1.8740458015267176","Med_Speed","gasly",9,9,"toro_rosso","sochi","Wet"
1040,24808,1,2020,"28.806060606060612","40.342424242424244","1.428787878787879","Med_Speed","hamilton",1,3,"mercedes","sochi","Dry"
1066,25246,4,2021,"19.13860759493671","21.75696202531645","0.2905063291139241","Med_Speed","hamilton",1,1,"mercedes","sochi","Wet"
